"Never Gut-Shoot a Wampus, by Winston Marks",66461
"The Book of Gallant Vagabonds, by Henry Beston",66460
"Stellar Vengeance, by Frank Freeman",66456
"""The Liberry"", by Ian Hay",66454
"Corporal Jacques of the Foreign Legion, by H. de Vere Stacpoole",66453
"A Magician Among the Spirits, by Houdini",66451
"Modern dancing and dancers, by John Ernest Crawford Flitch",66449
"The Vegans Were Curious, by Winston Marks",66448
"The Aab, by Edward W. Ludwig",66447
"The Plymouth Express Affair, by Agatha Christie",66446
"Blackie's Books for Young People, 1899, by Blackie & Son",66445
"The Minor Horrors of War, by Arthur Everett Shipley",66442
"Reputation, by W. C. Tuttle",66441
"Vengeance From the Past, by Geoff St. Reynard",66438
"Trouble Near the Sun, by Alan J. Ramm",66436
"Eight Million Dollars From Mars!, by Winston Marks",66435
"Let Space Be Your Coffin, by S. M. Tenneshaw",66434
"Personal Experiences During the Chicago Fire 1871, by Frank J. Loesch",66433
"The Missing Disclaimer, by Sam Sackett",66431
"The Frightful Ones, by Richard Maples",66428
"Fish Fry, by Arnold Marmor",66427
"The Girl's Own Paper, Vol. 8, No. 373, February 19, 1887, by Various",66425
"The Girl's Own Paper, Vol. 8, No. 372, February 12, 1887, by Various",66424
"Style and the Man, by Meredith Nicholson",66422
"The Whole Truth and Nothing But, by Hedda Hopper and James Brough",66417
"Three Spacemen Left to Die!, by Russ Winterbotham",66416
"The Lake of Wine, by Bernard Edward Joseph Capes",66415
"Tales of the Unexpected, by H. G. Wells",66409
"Welcome to Paradise, by Allyn Donnelson",66397
"Danger in the Void, by Charles E. Fritch",66396
"The Queen of Space, by Joseph Slotkin",66395
"The Dangerous Scarecrow, by Carl Jacobi",66394
"The Battle of the Bells, by Jerome Bixby",66393
"Four Masters of Etching, by Frederick Wedmore",66392
"A Book of Marionettes, by Helen Haiman Joseph",66391
"Marty the Martian, by Arnold Marmor",66389
"Pink Ears, by Murray Leinster",66387
"Travels into Bokhara, Vol. 3 of 3, by Alexander Burnes",66386
"“Horse Sense” in Verses Tense, by Walt Mason",66385
"Messenger, by William Morrison",66381
"The Incredible Aliens, by William Bender",66380
"Birthday Present, by Arnold Marmor",66379
"Young Musgrave, by Mrs. Margaret Oliphant",66376
"The Charterhouse of Parma, Vol. 2 of 2, by Stendhal",66375
"The Charterhouse of Parma, Vol. 1 of 2, by Stendhal",66374
"Inside the Russian Revolution, by Rheta Louise Childe Dorr",66371
"Dead Men Tell Tales, by Harry Rimmer",66366
"Vicksburg, by J. Frank Hanly",66365
"Guide to the Norris Geyser Basin, by George A. Algard",66364
"A Soldier’s Diary, by Ralph Scott",66363
"John's Other Practice, by Winston Marks",66360
"Rasputin and the Russian Revolution, by Princess Catherine Radziwill",66358
"Hawaiian Historical Legends, by William Drake Westervelt",66357
"Forest Trees and Forest Scenery, by G. Frederick Schwarz",66356
"The American National Red Cross Bulletin, Vol. 1, No. 1, January, 1906,",66353
"Slaves to the Metal Horde, by Milton Lesser",66351
"The Cosmic Courtship, by Julian Hawthorne",66349
"The Collected Works of Ambrose Bierce, Volume 12",66345
"South Africa, Vol. 2, by Anthony Trollope",66343
"South Africa, Vol. 1, by Anthony Trollope",66342
"The Mystery of the Deserted Village, by Elbert M. Hoppenstedt",66341
"The Little Review, Vol. 2, No. 5, August 1915, by Various",66336
"Star Book No. 236: Aunt Lydia's Designs, by Anonymous",66334
"A Treatise on Bread, and Bread-making, by Sylvester Graham",66331
"Tyrants of Time, by Milton Lesser",66330
"The Negro and American Liberty, by John Moore",66329
"Planet of Dread, by Dwight V. Swain",66328
"Pariah, by Milton Lesser",66324
"The Natural History of the Gent, by Albert Smith",66323
"Beware the Star Gods, by S. J. Byrne",66314
"Journey For The Brave, by Alan E. Nourse",66313
"Earthmen Die Hard!, by Richard O. Lewis",66312
"Stray Feathers From a Bird Man's Desk, by Austin L. Rand",66306
"Machine-Gun Tactics, by R. V. K. Applin",66305
"Horæ Nauseæ, by Lawrence Peel",66301
"Sorrow in Sunlight, by Ronald Firbank",66300
"The Seven Lively Arts, by Gilbert Seldes",66294
"Peril of the Starmen, by Kris Neville",66293
"The Sling and the Stone, by Michael Shaara",66292
"The Plagiarist From Rigel IV, by Evan Hunter",66291
"The Scandalized Martians, by Arnold Marmor",66290
"The Man Who Made the World, by Richard Matheson",66289
"The Fifty-Fourth of July, by Alan E. Nourse",66288
"The Frogs of Mars, by Roger Dee",66287
"Self-Organizing Systems, 1963, by Various",66286
"Condiments, Spices and Flavors, by Anonymous",66284
"The Disembodied Man, by Larry Maddock",66283
"A Soldier's Home Is Battle, by Lowell Stone",66282
"""Pennsylvania Dutch,"" and other essays, by Phebe Earle Gibbon",66277
"Wayside Sketches in Tasmania, by S. H. Wintle",66275
"At the Emperor's Wish: A Tale of the New Japan, by Oscar King Davis",66274
"Stories and Story-telling, by Angela M. Keyes",66273
"The Atom and the Ocean, by E. W. Seabrook Hull",66268
"A General History of the Sabbatarian Churches, by Tamar Davis",66265
"Londinium Architecture and the Crafts, by W. R. Lethaby",66260
"The Cosmic Junkman, by Rog Phillips",66259
"Raw Material, by Dorothy Canfield",66258
"Impressions and experiences, by W. D. Howells",66257
"Winter Butterflies in Bolinas, by Mary D. Barber",66247
"Ticket to the Stars, by Raymond E. Banks",66245
"Blessed Event, by Charles F. Myers",66244
"One Hundred Cartoons, by Oscar Edward Cesare",66242
"The Collected Works of Henrik Ibsen, Vol. 5 of 11",66240
"The Collected Works of Henrik Ibsen, Vol. 4 of 11",66239
"The Collected Works of Henrik Ibsen, Vol. 3 of 11",66238
"No-Time-Land, by M. J. C. Fulton",66237
"The Girl's Own Paper, Vol. 20, No. 1026, August 26, 1899, by Various",66235
"The Abergeldie Winter Book, by Eléonore Riego de la Branchardière",66234
"An Address to the People of New-England, by Samuel Hopkins",66230
"Unnoticed London, by Elizabeth Montizambert",66228
"Overweight and Underweight, by Anonymous",66226
"Mrs. Siddons, by Nina A. Kennard",66222
"Mancala, the National Game of Africa, by Stewart Culin",66220
"The Geography of New Jersey, by Henry Snyder",66218
"The Little Review, Vol. 2, No. 4, June-July 1915, by Various",66217
"Hidden Country, by Henry Oyen",66215
"A Fable for Critics, by James Russell Lowell",66213
"X Marks the Asteroid, by Ross Rocklynne",66211
"Repeat Performance, by Rog Phillips",66210
"To Sup With the Devil, by Myron I. Scholnick",66209
"Literary Pilgrimages of a Naturalist, by Winthrop Packard",66205
"A Queen of Nine Days, by Margaret Brown",66202
"South Sea Yarns, by Basil Thomson",66195
"The Wright Brothers, by Anonymous",66194
"Barren Ground, by Ellen Anderson Gholson Glasgow",66191
"A Zloor for Your Trouble!, by Mack Reynolds",66189
"Leave, Earthmen--Or Die!, by John Massie Davis",66188
The Collected Works of Henrik Ibsen Vol. 2 of 11,66186
"His Royal Nibs, by Winifred Eaton Reeve",66184
"Man-Trap, by Hal Annas",66183
"Sketches, by N. P. Willis",66180
"The Making of Modern Japan, by John Harington Gubbins",66178
"Half Hours with Modern Scientists, by Various",66177
"Earthmen Ask No Quarter!, by Fox B. Holden",66176
"The English Prison System, by Evelyn Ruggles-Brise",66174
"The Wounded Name, by Dorothy Kathleen Broster",66166
"The Cyberene, by Rog Phillips",66163
"The Seven Lamps of Advocacy, by Edward Abbott Parry",66162
"Special Detective Ashton-Kirk, by John T. McIntyre",66161
"The Origin of Metallic Currency and Weight Standards, by William Ridgew",66160
"No Sons Left to Die!, by Hal Annas",66155
"The Music Master, by F. L. Wallace",66154
"The Neptunian, or Water Theory of Creation, by J. M. Woodman",66153
"Lesson for Today, by Joel Nydahl",66151
"Gleaner Tales, by Robert Sellar",66150
"Religio Journalistici, by Christopher Morley",66145
"Milk Run, by Robert Donald Locke",66144
"Paradise Planet, by Richard S. Shaver",66143
"Preferred Position, by Dave Dryfoos",66142
"Test Problem, by Alan J. Ramm",66140
"The Fugitives, by Malcolm B. Morehart",66139
"Guaranteed--Forever!, by Frank M. Robinson",66138
"The Lost Ego, by Rog Phillips",66137
"Jabberwock, Beware!, by Richard A. Sternbach",66134
"Wampum and Old Gold, by Hervey Allen",66133
"The Bride of Huitzil, An Aztec Legend, by Hervey Allen",66131
"The Collected Works of William Hazlitt, Vol. 06 of 12",66129
"The Girl's Own Paper, Vol. 20, No. 1027, September 2, 1899, by Various",66128
"Travels in Nova Scotia in the Year 1913, by Charles Gilbert Hine",66126
"His Excellency's English Governess, by Sydney C. Grier",66115
"Keeban, by Edwin Balmer",66114
"Wildwood Ways, by Winthrop Packard",66113
"Purpose in Prayer, by Edward M. Bounds",66112
"Afghan Book No. 289: Afghans, by Anonymous",66111
"Young Engineer's Guide, by J. V. Rohan",66109
"A Gloucestershire Lad at Home and Abroad, by Frederick William Harvey",66108
"Lambkin's Remains, by Hilaire Belloc",66103
"The Girl's Own Paper, Vol. 20, No. 1018, July 1, 1899, by Various",66102
"The Girl's Own Paper, Vol. 20, No. 993, January 7, 1899, by Various",66099
"Hampshire Water-Colours, by Wilfrid Ball",66098
"Queen of the Dawn, by H. Rider Haggard",66095
"Cotswolds Water-Colours, by G. F. Nicholls",66093
"Balancing and Shoeing Trotting and Pacing Horses, by Wm. J. Moore",66089
"Chester Water-Colours, by E. Harrison Compton",66086
"The Little Review, Vol. 2, No. 3, May 1915, by Margaret C. Anderson",66083
"The Vault, by Murray Leinster",66081
"A Treatise on Mechanics, by Henry Kater and Dionysius Lardner",66078
"The Cornhill Magazine, Vol. 1, January 1860, by Various",66075
"Mere Literature and Other Essays, by Woodrow Wilson",66074
"Death in Venice, by Thomas Mann",66073
"The Seven Ages of Woman, by Compton MacKenzie",66071
"Choice Recipes and Menus using Canned Foods, by Anonymous",66069
"Star Book No. 71: Doily Bouquet, by Anonymous",66065
"The Story of Milk, by Johan D. Frederiksen",66061
"The Collected Works of Henrik Ibsen, Vol. 1 of 11",66060
"The Tale of Genji, by Murasaki",66057
"The Junior Trophy, by Ralph Henry Barbour",66055
"The Little Review, Vol. 2, No. 21, April 1915, by Various",66054
"Dirty Work for Doughgod, by W. C. Tuttle",66050
"Pictorial Beauty on the Screen, by Victor Oscar Freeburg",66049
"The Interpretation of Dreams, by Sigmund Freud",66048
"Creepin’ Tintypes, by W. C. Tuttle",66045
"Cinders, by W. C. Tuttle",66044
"The Weapon From Eternity, by Dwight V. Swain",66042
"The Theory of Psychoanalysis, by Carl Gustav Jung",66041
"English Poems, Vol. 2 of 2, by Fernando Pessoa",66040
"English Poems, Vol. 1 of 2, by Fernando Pessoa",66039
"Wee Wee Songs for Our Little Pets, by Leila Lee",66038
"The Etchings of Charles Meryon, by Campbell Dodgson",66036
"Direct Conversion of Energy, by William R. Corliss",66033
"A Lad of Mettle, by Nat Gould",66030
Trial of the Major War Criminals Before the International Military,66028
"A Speech on the Principles of Finance, by Victoria C. Woodhull",66026
"Bearly Reasonable, by W. C. Tuttle",66024
"Armageddon, 1970, by Geoff St. Reynard",66021
"A Child of the Orient, by Demetra Vaka",66019
"Jean Craig, Graduate Nurse, by Kay Lyttleton",66017
"The Laughter of Toffee, by Charles F. Myers",66014
"Devils Tower National Monument: A History, by Anonymous",66011
"Children of the Chronotron, by S. J. Byrne",66005
"The Elizabethan Stage, Vol. 1 of 4, by E. K. Chambers",66003
"An Epic of Women and Other Poems, by Arthur W. E. O'Shaugnessy",66002
"Selected Poems, by Aldous Huxley",66000
"The Land of Fetish, by Alfred Burdon Ellis",65997
"The Mine with the Iron Door, by Harold Bell Wright",65995
"Scouting for Boys, by Robert Baden-Powell",65993
"Portraits and Speculations, by Arthur Ransome",65992
"Strength and How to Obtain It, by Eugen Sandow",65987
"Flames of the Storm, by W. C. Tuttle",65982
"The Invisible Enemy, by Arnold Castle",65980
"The Incredible Life-Form, by Winston Marks",65979
"Time Grabber, by Gordon R. Dickson",65977
"Carry On, Jeeves, by P. G. Wodehouse",65974
"Which Shall Live, Men or Animals?, by Ernest Harold Baynes",65970
"The House We Live In or The Making of the Body, by Vesta J. Farnsworth",65968
"The Girl's Own Paper, Vol. 8, No. 370, January 29, 1887, by Various",65964
Treatise on landscape painting in water-colours by David Cox,65962
"When Oscar Went Wild, by W. C. Tuttle",65961
"The Little Review, Vol. 2, No. 1, March 1915, by Margaret C. Anderson",65960
"Earth's Gone to the Dogs!, by William J. McClellan",65959
"Joan, the Curate, by Florence Warden",65957
"The Beachcomber, by Damon Knight",65956
"Writing Class, by Robert Sheckley",65952
"Deirdre, by James Stephens",65950
"Psychology and Copper, by W. C. Tuttle",65949
"The Little Review, Vol. 1, No. 11, February 1915, by Various",65948
"The Color of His Boots, by W. C. Tuttle",65947
"The Toy, by Kris Neville",65945
"Bread, by Charles G. Norris",65944
"A Soldier's Life on the Western Frontier in 1813, by Anonymous",65943
"George Croghan, by Anonymous",65941
"Colonel Sion S. Bass, by Anonymous",65940
"Fortune's Fool, by Rafael Sabatini",65939
"The Cosmic Bluff, by Mack Reynolds",65938
"Wanderlust, by Alan E. Nourse",65936
"For love of life. Vol. 2 of 2, by Mrs. Margaret Oliphant",65935
"For love of life, Vol. 1 of 2, by Mrs. Margaret Oliphant",65934
"All Wool, by W. C. Tuttle",65933
"The Royal Regiment and Other Novelettes, by James Grant",65932
"No Time For Toffee!, by Charles F. Myers",65931
"The Illustrators of Montmartre, by Frank L. Emanuel",65929
"Madeleine: One of Love's Jansenists, by Hope Mirrlees",65926
"Patrol, by Richard H. Nelson",65925
"Hey Ma, Where's Willie?, by I. M. Bukstein",65924
"St. Nicholas Book of Plays & Operettas, Second Series, by Various",65920
"History of the Fylde of Lancashire, by John Porter",65919
"Guide to the Bayeux tapestry, by F. F. L.  Birrell",65918
"Crater Lake National Park, Oregon, 1958, by Anonymous",65917
"Medicine and the Church, by Geoffrey Rhodes",65916
"Gladstonian Ghosts, by Cecil Chesterton",65915
"Shaming the Speed Limit, by Burt L. Standish",65914
"A Smaller Dictionary of Greek and Roman Antiquities, by William Smith",65909
"Wounded Souls, by Philip Gibbs",65907
"Tomorrow the World!, by Geoff St. Reynard",65902
"Over Fen and Wold, by James John Hissey",65900
"The Girl's Own Paper, Vol. 8, No. 369, January 22, 1887, by Various",65897
"So Many Worlds Away, by Dwight V. Swain",65896
"The Advanced-Guard, by Sydney C. Grier",65895
"Beyond the Law, by Jackson Gregory",65894
"Lee Mansion National Memorial, Arlington, Virginia, 1953, by Anonymous",65892
"The Death of Captain Wells, by Anonymous",65890
"America in the War, by Louis Raemaekers",65889
"A Living Lie, by Paul Bourget",65887
"Special Delivery, by Kris Neville",65886
"Dark Destiny, by Dwight V. Swain",65885
"Newspaper Writing and Editing, by Willard Grosvenor Bleyer",65884
"The Battle of Dorking, by George Tomkyns Chesney",65882
"Destiny Uncertain, by Rog Phillips",65877
"Theft, by Bill Venable",65876
"This World is Ours!, by Emil Petaja",65874
"Chronicles of Pharmacy, Vol. 1 of 2, by A. C Wootton",65872
"Home Life in Tokyo, by Jukichi Inouye",65870
"The Story of the Sun, New York, 1833-1918, by Frank M. O'Brien",65868
"On the Border with Crook, by John G. Bourke",65863
"The Mischievous Typesetter, by Noel Loomis",65861
"The Driver, by Garet Garrett",65853
"Hideout, by Fox B. Holden",65843
"Blue and Purple, by Francis Neilson",65842
"The Lost Dryad, by Frank R. Stockton",65841
"The Stranger, by Gordon R. Dickson",65839
"Final Examination, by Robert Sheckley",65838
"On the Borderland, by Frederick Britten Austin",65837
"The Riders of Ramapo Pass, by Dean L. Heffernan",65834
"The Fire Flower, by Jackson Gregory",65833
"The Little Review, Vol. 1, No. 10, January 1915, by Various",65826
"Marching Sands, by Harold Lamb",65825
"Prehistoric Indians of the Southwest, by H. M. Wormington",65822
"The Bee Hunter, by George Harold Edgell",65820
"Letters to Judd, an American Workingman, by Upton Sinclair",65818
"Last Call for Doomsday!, by S. M. Tenneshaw",65817
"The Girl's Own Paper, Vol. 20, No. 1024, August 12, 1899, by Various",65816
"Citadel of the Star Lords, by Edmond Hamilton",65813
"Survivors, by Arthur Dekker Savage",65812
"The 'Phone Booth Mystery, by John Ironside",65811
"Christmas at Monticello with Thomas Jefferson, by Helen Topping Miller",65806
"The Interloper, by Violet Jacob",65800
"Lady Athlyne, by Bram Stoker",65799
"International Harvester Refrigerator Recipes, by Anonymous",65793
"Worlds of the Imperium, by Keith Laumer",65792
"Star Book No. 223: Sweaters He and She, by Anonymous",65789
"Bess of Hardwick and her Circle, by Maud Stepney Rawson",65787
"The Dance of Dinwiddie, by Marshall Moreton",65786
"A Sagebrush Cinderella, by Max Brand",65778
"Treve, by Albert Payson Terhune",65777
"Once Upon a Monbeast, by Charles E. Fritch",65772
"Yachting Party, by Fox B. Holden",65771
"The Killer, by J. T. Oliver",65770
"Return Engagement, by Margaret St. Clair",65769
"Trouble On Sun-Side, by S. M. Tenneshaw",65768
"Ride the Crepe Ring, by Milton Lesser",65767
"An Observer in the Near East, by William Le Queux",65766
"A Merchant Fleet at War, by Archibald Hurd",65761
"When Titans Drive, by Burt L. Standish",65760
"The Devil's Dooryard, by Wilbur Coleman Tuttle",65759
"Jill, Vol. 2 of 2, by E. A. Dillwyn",65758
"Last Essays of Maurice Hewlett, by Maurice Hewlett",65757
"The Girl's Own Paper, Vol. 8, Issue 368, January 15, 1887, by Various",65756
"Earl Russell and the Slave Power, by Various",65753
"The Girl's Own Paper, Vol. 8, No. 360, November 20, 1886, by Various",65752
"Life in Canada, by Thomas Conant",65750
"A Jayhawker in Europe, by William Yoast Morgan",65744
"Cooking with Seven-Up, by Anonymous",65743
"Run, Little Monster!, by Chester S. Geier",65741
"The Little Review, December 1914, Vol. 1, No. 9, by Various",65740
"""Light Ho, Sir!"", by Frank Thomas Bullen",65737
"The Girl's Own Paper, Vol. 8, No. 367, January 8, 1887, by Various",65733
"The Hybrids, An Epi-comic Satire, by An M. D.",65732
"World of the Hunter, by C. H. Thames",65730
"John Harper's Insight, by Dick Purcell",65729
"The Inquisitor, by Randall Garrett",65728
"The Most Horrible Story, by John W. Jakes",65727
"Day of the Comet, by Ivar Jorgensen",65726
"Centauri Vengeance, by Darius John Granger",65725
"A Whaleman's Wife, by Frank Thomas Bullen",65718
"The Dance of Life, by Havelock Ellis",65714
"The Tower of London, Vol. 1 of 2, by Ronald Charles Sutherland Gower",65712
"A Synopsis of the British Mosses, by Chas. P. Hobkirk",65710
"The Philosophy and Theology of Averroes, by Averroes",65708
"The Crime of Caste in Our Country, by Benjamin Rush Davenport",65707
"Forest Trees of Illinois, by Robert H.  Mohlenbrock",65705
"Why Not? A Book for Every Woman, by Horatio Storer",65701
"Life and death, by Albert Dastre",65699
"The Girl's Own Paper, Vol. 8, No. 366, January 1, 1887, by Various",65696
"The Triumph of the Scarlet Pimpernel, by Emmuska Orczy",65695
"The Forgotten Man and Other Essays, by William Graham Sumner",65693
"The Alien Dies at Dawn, by Alexander Blade",65691
"Lair of the Dragonbird, by Robert Silverberg",65690
"The Everlasting Man, by G. K. Chesterton",65688
"The Thing in the Truck, by Darius John Granger",65676
"The Time Snatcher, by Randall Garrett",65671
"Speech of the Right Honourable William Pitt, in the House of Commons,",65670
"Compete or Die!, by Mark Reinsberg",65669
"Revolt of the Brains, by C. H. Thames",65668
"Bleekman's Planet, by Ivar Jorgensen",65666
"My household of pets, by Théophile Gautier",65665
"The Incomplete Theft, by Ralph Burke",65659
"Memorials of Old Lincolnshire, by E. Mansel Sympson",65653
"The Girl's Own Paper, Vol. 8, No. 365, December 25, 1886, by Various",65651
"Kentucky Rug Yarns, Vol. 5, Rugs, by Anonymous",65645
"The lives of celebrated travellers, Vol. 2, by James Augustus St. John",65643
"Outcast of the Stars, by Robert Silverberg",65642
"The Principles of the Art of Conversation, by J. P. Mahaffy",65638
"A Lost Lady, by Willa Cather",65636
"A Nine Days' Wonder, by Bithia Mary Croker",65634
"May, Vol. 2, by Mrs. Margaret Oliphant",65633
"May, Vol. 1, by Mrs. Margaret Oliphant",65631
"Simple Poems for Infant Minds, by Anonymous",65626
"A Cruel Enigma, by Paul Bourget",65620
"The Master of Aberfeldie, Vol. 3 of 3, by James Grant",65617
"The Master of Aberfeldie, Vol. 2 of 3, by James Grant",65616
"The Master of Aberfeldie, Vol. 1 of 3, by James Grant",65615
"Indians of Lassen Volcanic National Park and Vicinity, by Paul E. Schulz",65605
"Notes on the Art Treasures at Penicuik House Midlothian, by John M. Gray",65604
"The Trail of Black Hawk, by Paul G. Tomlinson",65601
"Tales of the Wild and the Wonderful (1825), by Mary Diana Dods",65597
"A History of Kansas, by Anna Estelle Arnold",65593
"Pimpernel and Rosemary, by Emmuska Orczy",65591
"New Brooms, by Robert James Shores",65583
"Causes and Consequences, by John Jay Chapman",65582
"Jean Craig Finds Romance, by Kay Lyttleton",65581
"Adventures in Journalism, by Philip Gibbs",65577
"The Freeman, and Other Poems, by Ellen Glasgow",65574
"Near Nature's Heart; A Volume of Verse, by Crawford Jackson",65571
"Histology of medicinal plants, by William Mansfield",65569
"30 Tempting Spaghetti Meals, by The Campbell Soup Company",65562
"Jungle Tales, by Bithia Mary Croker",65561
"The Jade God, by Alan Sullivan",65559
"Hare and Tortoise, by Pierre Coalfleet",65556
"Green Timber Thoroughbreds, by Theodore Goodridge Roberts",65555
"Greek Athletics, by F. A. Wright",65554
"Inspector French's Greatest Case, by Freeman Wills Crofts",65553
"Devils Postpile National Monument, California, 1984, by Anonymous",65551
"The Mosquito Fleet, by Bern Keating",65550
"How To Have Bird Neighbors, by S. Louise Patteson",65548
"The Making of a Man, by James Wideman Lee",65545
"The Romance of the Moon, by John Ames Mitchell",65542
"The 13th Immortal, by Robert Silverberg",65538
"Harwood's Vortex, by Robert Silverberg",65537
"Slaughter on Dornell IV, by Ivar Jorgensen",65534
"Secret of the Painting, by Robert Moore Williams",65533
"Bring Back My Brain!, by Dwight V. Swain",65526
"Modern Street Ballads, by John Ashton",65524
"Guardians of the Tower, by Randall Garrett",65521
"The Southern Case for School Segregation, by James Jackson Kilpatrick",65518
"Paddy at Home, by E. De Mandat-Grancey",65514
"Lasers, by Hal Hellman",65512
"Aunt Jenny's 12 Pies Husbands Like Best, by Lever Brothers Company",65508
"Grandma's Recipes for Mother and Daughter, by Anonymous",65507
"A Short Cut to Better Jams and Jellies, by Anonymous",65506
"Musical Instruments, by Carl Engel",65505
"The Indians in Wisconsin's History, by John M. Douglass",65504
"Faster Ways to Favorite Dishes with the New Minute Tapioca, by Anonymous",65502
"My Hundred Favorite Recipes, by Mary Blake",65501
"Essentials of Music Theory Elementary, by Carl E. Gardner",65500
"Diary of Captain John Cooke, 1794, by Anonymous",65499
"Manasses (Bull Run) National Battlefield Park, 1953, by Anonymous",65498
"Buried Cities and Bible Countries, by George St. Clair",65497
"It Might Have Happened Otherwise, by Hugh Pendexter",65489
"The Sinister Invasion, by Alexander Blade",65483
"Gabrielle de Bergerac, by Henry James",65481
"A List of English & American Sequel Stories, by Thomas Aldred",65475
"British Marine Painting, by Charles Geoffre Holme & Alfred Lys Baldry",65466
"The Professor's House, by Willa Cather",65465
"Greek Tragedy in the Light of Vase Paintings, by John Homer Huddilston",65461
"The Primrose Path, by Mrs. Margaret Oliphant",65458
"Life of James Mars, a Slave Born and Sold in Connecticut, by James Mars",65456
"Chinese vs. Negroes as American Citizens, by Samuel Raymond Scottron",65455
"The Last Days of the Romanovs, by George Gustav Telberg & Robert Wilton",65453
"Kill Me If You Can!, by S. M. Tenneshaw",65451
"The Three Thieves Of Japetus, by Mark Reinsberg",65450
"Woman's World, by Robert Silverberg",65447
"Six Frightened Men, by Randall Garrett",65446
"Behind the Scenes in a Hotel, by The Consumers' League of New York",65443
"An Introduction to the Birds of Pennsylvania, by George Miksch Sutton",65440
"Leaflet No. 312: Apples in Appealing Ways, by Anonymous",65439
"Beware, The Usurpers!, by Geoff St. Reynard",65437
"The Rebirth of Turkey, by Clair Price",65436
Trial of the Major War Criminals Before the International Military,65428
"Jean Craig Grows Up, by Kay Lyttleton",65427
"The Tale of the Great Mutiny, by W. H. Fitchett",65425
"Hunting Indians in a Taxi-Cab, by Kate Sanborn",65423
"Cry Chaos!, by Dwight V. Swain",65417
"Books Relating to Applied Science, 1890, published by E. & F. N. Spon",65412
"A Love Crime, by Paul Bourget",65407
"The Girl's Own Paper, Vol. 8, No. 364, December 18, 1886, by Various",65406
"Of the Buildings of Justinian, by Procopius",65404
"Plank Frame Barn Construction, by John L. Shawver",65399
"The Calumet Book of Oven Triumphs!, by General Foods Corporation",65398
"Anthony Wayne, 1745-1796, by Randolph C. Downes",65397
"You Can't Buy Eternity!, by Dwight V. Swain",65395
"Battle Out of Time, by Dwight V. Swain",65394
"Roman Public Life, by Abel Hendy Jones Greenidge",65392
"Skid Row Pilot, by Randall Garrett",65388
"As Other Men Are, by Dornford Yates",65387
"The Little French Girl, by Anne Douglas Sedgwick",65386
"And Five Were Foolish, by Dornford Yates",65384
"Diana of Kara-Kara, by Edgar Wallace",65383
"The Crimson West, by Alex. Philip",65382
"On Translating Homer, by Mathew Arnold",65381
"Washington the Soldier, by Henry B.  Carrington",65380
"Reality Unlimited, by Robert Silverberg",65378
"Flight Into the Unknown, by Tom W. Harris",65377
"Overlord of Colony Eight, by Robert Silverberg",65374
"The Girl's Own Paper, Vol. 8, No. 363, December 11, 1886, by Various",65373
"The Allen County War Memorial Coliseum, by Otto H. Adams",65372
"Old Fort Chartres on the Mississippi River, by John T. Faris",65371
"The Mannion Court-Martial, by Randall Garrett",65370
"Guide to Fortune-Telling by Dreams, by Anonymous",65367
"The Story of a Needle, by A. L. O. E.",65365
"Pies Made with Pet Evaporated Milk, by The Pet Milk Company",65364
"Harry Fenimore's Principles, by Isabel Thompson Hopkins",65362
"James Clerk Maxwell and Modern Physics, by Richard Glazebrook",65359
"The Girl's Own Paper, Vol. 8, No. 362, December 4, 1886, by Various",65358
"The Girl's Own Paper, Vol. 8, No. 361, November 27, 1886, by Various",65356
"Lily Speed-O-Weave Leaflet No.147-S: Luncheon Set No. 86, by Anonymous",65354
"The Story of the Indian Mutiny, by Ascot Moncrieff",65351
"John Holder's Weapon, by Robert Moore Williams",65350
"Barnstormer, by Tom W. Harris",65348
"I'll See You In My Dreams, by William Campbell Gault",65347
"The Ambassador's Pet, by Alexander Blade",65343
"Texas Museum Directory, 1985, by Anonymous",65342
"The Personal Relation in Industry, by John Davison Rockefeller, Jr.",65336
"Arms and Armor of the Pilgrims, 1620-1692, by Harold L. Peterson",65335
"The Cosmic Looters, by Alexander Blade",65331
"Mrs. Arthur, Vol. 3 of 3, by Mrs. Margaret Oliphant",65330
"Mrs. Arthur, Vol. 2 of 3, by Mrs. Margaret Oliphant",65329
"Mrs. Arthur, Vol. 1 of 3, by Mrs. Margaret Oliphant",65328
"Cottage Cheese Recipe Book, by The Borden Company",65327
"Baker's Coconut Recipes, by The Franklin Baker Company",65326
"They Reached for the Moon, by William Oberfield",65325
"The Old Way, by Milton Lesser",65324
"How to Get Rich, by Anonymous",65322
"A Pictorial Guide to Mesa Verde National Park, by Ansel F. Hall",65321
"Head-Gear, Antique and Modern, by R. H. Wadleigh",65316
"Turner's Water-Colours at Farnley Hall, by Alexander Joseph Finberg",65315
"The Sublime Jester, by Ezra Brudno",65313
"The Chaste Diana, by E. Barrington",65311
"The Crystal Cup, by Gertrude Atherton",65310
"History For Ready Reference, Vol. 1 of 6, by Josephus Nelson Larned",65306
"The Road, by Hilaire Belloc",65304
"Recipes: Hershey's Baking Chocolate, by Anonymous",65303
"The Gift, by Melvin Sturgis",65298
"Why We Love Lincoln, by James Creelman",65296
"The Friendly Killers, by S. M. Tenneshaw",65283
"Double Identity, by Charles F. Myers",65282
"Borgia, a Period Play, by Michael Field",65280
"A Tract on Monetary Reform, by John Maynard Keynes",65278
"A History of Sculpture, by Ernest Henry Short",65276
"The Hunt Pack, by Samuel Alexander White",65272
